Title,URL,Description,Date Published,Author,Tags,Categories,data collection date,Locations
Tuscaloosa City Schools hosts job fair Thursday focused on filling 65 positions,https://www.wvua23.com/tuscaloosa-city-schools-hosts-job-fair-thursday-focused-on-filling-65-positions/,"By WVUA 23 News Reporter Zoe Blair Tuscaloosa City Schools needs to fill 65 positions across the school system before school begins Aug. 7. On Thursday, the system hosted a job fair to help fill those positions. Administrators said they were happy with the turnout. ""We've been very fortunate with the job fair,"" said TCS Assistant Superintendent of Operations Deron Cameron. ""We've got 65 positions open across the system. We've had a lot of people come out, which is great. We've seen well over a hundred people so far, and it's not even lunch. We're open until two, and we're hoping to catch the lunch crowd too."" Cameron said TCS would love to fill every position via job fair participants, but their goal isn't quite that ambitious. ""We'd like to fill all of them, but our realistic goal is to fill half of those positions,"" Cameron said. Central High's gym was lined with tables from local schools and each had a sheet for potential employees to leave their information. Most tables had several pages full of prospective employees. Oakdale Elementary School has needed a second-grade teacher since May and Principal Lucille Prewitt said she's been having trouble finding someone to fill that position. The job fair has helped with her search. ""I've had about 25 people apply for that position and it's a very needed position,"" Prewitt said. She said every teacher is important, but the lower grades need to start the school year with a full-time teacher. ""We need to get that second-grade position, the early years, we need to get that filled,"" Prewitt said. ""We don't want them to start out with a substitute at the beginning of the year."" The schools in need at the job fair are acting fast with the interested employees. Some were setting up interviews with applicants, and others were interviewing candidates on-site during the fair. ""I have six interviews set up just from today, and they were great candidates, so I think I'm going to be able to find a teacher for second grade,"" Prewitt said. TCS will have an update on how many positions were filled from the job fair at their school board meeting on Tuesday, July 23.",18-07-24,"WVUA 23 News,","job fair, oakdale elementary school, Tuscaloosa City Schools","Featured, Local News",26-07-24,"Tuscaloosa, Alabama"
Tuscaloosa Fire Rescue partners with LifeSouth to fill critical blood need,https://www.wvua23.com/tuscaloosa-fire-rescue-partners-with-lifesouth-to-fill-critical-blood-need/,"By WVUA 23 News Reporter Zoe Blair Tuscaloosa Fire Rescuebegan carrying blood on its EMS trucksin March, and now its blood supplier is facing a critical shortage. The blood on the units is purchased from LifeSouth, a blood bank currently facing an extremely low supply. Normally, the bank has a five-day supply of blood, but right now they only have a one- to two-day supply. TFR doesn't use the blood on their units very often, but Deputy Fire Chief Chris Williamson said the blood is critical when they do use it. ""We can give blood in the field to seriously injured patients,"" Williamson said. ""Victims of shootings or stabbings, people in car wrecks, that sort of thing can benefit a lot if they get the blood earlier."" Williamson said in the five months since implementing the new system, TFR has given blood in the field less than 10 times. He said that number may be low, but it's important to have the blood in case of an emergency. He encourages everyone who can to give blood and help them continue to save lives. ""It's very important for the community to give because that's really our only source in terms of replenishing the blood,"" he said. ""I'm sure every time somebody turns on the news, they can see stories about someone who is in a situation where they may need the blood, we're very reliant on citizens stepping up and doing that."" TFR hosted a blood drive Thursday to help meet LifeSouth's critical need. Blood from one donor is usually enough to help three people in need. If you were unable to attend TFR's drive you can find your closest LifeSouth blood donation locationright here.",18-07-24,"WVUA 23 News,","blood drive, LifeSouth, tuscaloosa fire rescue",Local News,26-07-24,"Tuscaloosa, Alabama"
"Scooter's Coffee hosting Day of Giving July 23, donating proceeds to Tuscaloosa City Schools",https://www.wvua23.com/scooters-coffee-hosting-day-of-giving-july-23-donating-proceeds-to-tuscaloosa-city-schools/,"By WVUA 23 Digital Reporter Candace Johnson If you are a coffee lover and want to give back, you can have both July 23 at Scooter's Coffee. Scooter's Coffeeon 15th Street in Tuscaloosa is partnering with Tuscaloosa City Schools'New Heights Community Resource Centerfor a Day of Giving, where the shop will be donating 25% of sales to the center. That will help students who often go without when school starts back, said Scooter's General Manager Nate Fladstol. ""This is our first time doing (this fundraiser), and we'll see how it goes,"" Fladstol said. ""If it goes well, we'll definitely look to do more things like it."" Scooter's Tuscaloosa location opened up in August and offers hot, cold and frozen coffee, energy drinks, tea, smoothies, snacks and more is open 5 a.m. to 8 p.m. ""At Scooter's, we're more than just a cup of coffee,"" Fladstol said. ""We're driven to give back to the community that we're serving."" In addition, Scooters will be participating in the July 24Back to School Bashhosted byPRIDE Youth Programs and Prevention Services of Tuscaloosaand held at the Tuscaloosa River Market. ""We're grateful for the support that our customers have given us ever since we opened, and we're looking forward to a really big day to help the kids out,"" said Fladstol.",18-07-24,"WVUA 23 Digital,","coffee, scooter's coffee, Tuscaloosa City Schools",Local News,26-07-24,"Tuscaloosa, Alabama"
"Birmingham Zoo offering discounts, tips for July attendees",https://www.wvua23.com/birmingham-zoo-offering-discounts-tips-for-july-attendees/,"By WVUA 23 Digital Reporter Candace Johnson Are you looking for fun things to do before school gets back?Birmingham Zoois offering discounts as well as tips for the last weekends in July. Head on down to see the animals and save money at the same time. ""From seeing the new baby animals to watching the elephants, orangutans, bears, snakes, lion and jaguar, the Birmingham Zoo has hundreds of animals to admire,"" said zoo President and CEO Chris Pfefferkorn. The Birmingham Zoo will be offering $12.95 on admission, compared to the regular $19.95 for adults. Explore the sights and sounds as you observe the animals in their habitats. ""For hands-on experiences, feed the lorikeets and giraffes, then head to Alabama Wilds' contact yard for goat and sheep interactions. The hourly zookeeper chats are exciting, interactive and educational,"" he said. On July 20-21 and 27-28, the Birmingham Zoo will be holding its ""Summer's Last Road Weekends"" event featuring special deals. On July 21 and 28, there will be a special ""Sunday Fun Day"" where attendees can buy a $5 wristband for unlimited rides onÂ the Red Diamond Express and unlimited climbs on the Full Moon Bar-B-Que Adventure Tower. Early Morning Mid-Morning and Early Afternoon Late Afternoon All Day Otters in Alabama Wilds and Primate Buildings Birds Orangutans Animals in Predator Building Lions and jaguars Monkeys Birds Predators - black-footed cats, fennec fox, Pallas cats, Prevost's squirrel and sand cat Giant anteater Giant otters Orangutans Red-flanked duiker Elephants, giraffes, zebras and ostriches Bears Flamingos Red pandas Coyotes Alligators and other reptiles Chickens, cranes and golden eagles in Alabama Wilds Barn animals between 9 a.m. and 2 p.m.",18-07-24,"WVUA 23 Digital,",Birmingham Zoo,"Alabama News, Local News",26-07-24,"Birmingham, Alabama"
21-year-old man dies in Walker County wreck Thursday morning,https://www.wvua23.com/21-year-old-man-dies-in-walker-county-wreck-thursday-morning/,"A man from Parrish is dead in the wake of a single-vehicle crash early Thursday, July 18, in Walker County. The crash happened just before 5 a.m. on Alabama Highway 269 near Old Parrish Road, about a mile south of Jasper. Dylan C. Rodgers, 21, was fatally injured when the sedan he was driving ran off the road and into an embankment before it overturned. Rodgers, who was not wearing a seat belt at the time of the crash, was ejected and pronounced dead at the scene. The Alabama Law Enforcement Agency's Highway Patrol Division is investigating the cause of the wreck.",18-07-24,"WVUA 23 Digital,","fatal crash, walker county","Featured, Local News",26-07-24,"Parrish, Alabama / Walker County, Alabama / Jasper, Alabama"
PARA flag football registration open for ages 5-12 through July 26,https://www.wvua23.com/para-flag-football-registration-open-for-ages-5-12-through-july-26/,"By WVUA 23 Digital Reporter Candace Johnson TheTuscaloosa County Park and Recreation Authorityis seeking young athletes for its flag football recreational league. Registration is open through July 26, and children ages 5 through 12 are eligible. Teams are co-ed. Player evaluations are July 28, and all players and coaches must attend. Regular season begins Sept. 3 and ends Oct. 30, and the cost is $130 per player. Parents can sign their children upright here. In addition to players, PARA is searching for volunteer coaches. Interested in being a coach? You can learn more andapply right here. Be sure not to miss the opportunity when T-Town Flag Football comes to town. For more information, gohere. To register, the link can be foundhere.",18-07-24,"WVUA 23 Digital,","flag football, tuscaloosa county park and recreation authority",Local News,26-07-24,"Tuscaloosa, Alabama"
Study: International automakers contribute $14.5B to Alabama,https://www.wvua23.com/study-international-automakers-contribute-14-5b-to-alabama/,"mercedes-benz By WVUA 23 Digital Reporter Candace Johnson The impact of international automakers in Alabama is a whopping $14.5 billion, according to a areportby theAutos Drive Americaand theAmerican International Automobile Dealers Association. That number stems from automaker facilities in Alabama including Honda, Hyundai, Mazda, Mercedes-Benz and Toyota. ""International automakers have made the U.S. their home, with $14.5 billion invested in Alabama operations and $109 billion invested in the U.S.,"" said Autos Drive America President and CEO Jennifer Safavian.""Because of their quality vehicles, the support of their communities, and the dedication of their talented workforce, they now produce more cars than the Detroit automakers: a testament to their commitment to their U.S. operations."" Produced 1.12 million vehicles in Alabama in 2023 Contributed $892 million in state and local tax revenue in Alabama Supported 88,947 direct and indirect jobs in Alabama Exported 19 U.S.-built vehicle models from Alabama to 42 countries and territories",18-07-24,"WVUA 23 Digital,",alabama automakers,"Alabama News, Local News",26-07-24,
Here's where Alabama baseball alums landed in 2024 MLB Draft,https://www.wvua23.com/heres-where-alabama-baseball-alums-landed-in-2024-mlb-draft/,"By WVUA 23 Digital Reporter Josh Batchelor The last two years have fared pretty well for Alabama baseball in the MLB Draft, with Andrew Pinckney and Grayson Hitt being selected in the fourth round of this past year's draft. Amid all-star weekend, the MLB Draft took place from July 14 to July 17. The Crimson Tide was active on all three days, six players total got the call from MLB franchises. Alabama had two Top 100 prospects in starting pitcher Ben Hess and third baseman Gage Miller. Hess was a fringe first round prospect, as he was ranked No. 44 among draft prospects according to MLB.com. Before Sunday, July 14, Alabama had only ever had seven players drafted in the first round of the MLB Draft. The most recent was Tommy Hunter in 2007, who went on to have a 16-year MLB career. Hess, a fringe first round prospect, wasn't expected to be selected until the second round. However, the Yankees selected ""Heater"" with the 26th pick in the first round. Hess held a 12-6 record, a 4.81 ERA, 205 strikeouts in 30 starts for the Crimson Tide. Miller also ranked in the top 70, coming in as the No. 68 ranked prospect. While Hess was selected above his prospect grade, Miller fell to the third round, as he was selected by the Miami Marlins with the 92nd pick in the third round. He had a phenomenal one-year stint in Tuscaloosa holding a .381 batting average, 18 home runs and a 1.176 OPS. Four more rounds passed before Alabama saw its next selection. The San Francisco Giants selected Greg Farone, another Alabama starting pitcher. Like Miller, Farone spent his last year of college baseball in Tuscaloosa. The Louisville transfer had a 5.02 ERA and 68 strikeouts in a season where he developed to be a weekend starter for coach Rob Vaughn's squad. Ian Petrutz joined Vaughn in Tuscaloosa after playing for him at Maryland. The Terrapins transfer was drafted in the 12th round by the St. Louis Cardinals after hitting for a .321 average, six home runs and 40 RBIs out of left field. Pierce George only played in 15 games in two years of college, 12 of those which came this past season at Alabama. The Texas transfer had a 4.76 ERA and was selected by the Chicago White Sox in the 13th round. The White Sox stayed in Tuscaloosa with their 16th round pick, picking up outfielder T.J. McCants. The Ole Miss transfer spent his final season in Tuscaloosa and was a reliable bat in the lineup with a .306 average, 15 home runs and 50 RBIs. The White Sox also signed second baseman Bryce Eblin as an undrafted free agent, while the Braves picked up catcher Mac Guscette. Round 1, pick 26:P Ben Hess, New York Yankees Round 3, pick 92:3B Gage Miller, Miami Marlins Round 7, pick 208:P Greg Farone, San Francisco Giants Round 12, pick 351:OF Ian Petrutz, St. Louis Cardinals Round 13, pick 379:P Pierce George, Chicago White Sox Round 16, pick 469:OF T.J. McCants, Chicago White Sox Undrafted free agent:2B Bryce Eblin, Chicago White Sox; C Mac Guscette, Atlanta Braves",18-07-24,"WVUA 23 Digital,","alabama baseball, Ben Hess, Gage Miller, Greg Farone, Ian Petrutz, mlb draft, Pierce George, TJ McCants","Alabama, Alabama News, College Sports, Featured, Local News, Sports",26-07-24,"Tuscaloosa, Alabama"
DCH Regional Medical Center installs prime parking spots for pregnant patients,https://www.wvua23.com/dch-regional-medical-center-installs-prime-parking-spots-for-pregnant-patients/,"By WVUA 23 News Reporter Zoe Blair DCH Regional Medical Centeris making it easier for pregnant patients to get to the hospital entrance with its new pregnant patient parking spaces. They've reserved three spaces near the entrance for pregnant patients. Hospital administrators say the spots are almost always full of expecting mothers. In the past, many patients were late because they spent so long looking for a spot. The bright pink spaces keep pregnant women from having to walk as far to get to the hospital. DCH Regional Medical Center's women's services manager Carolyn Henley says pregnant patients have been very appreciative of the new addition. ""This has been great for patients for us because they know when they come in they have their own spots that they can park in and as you can see from this parking area to our door over here, it's much closer than it used to be,"" she said. The new spots are located by the south entrance of the hospital.",18-07-24,"WVUA 23 News,","DCH health system, DCH Regional Medical Center","Featured, Local News",26-07-24,"Tuscaloosa, Alabama"
Update: Missing person alert for Hale County teen canceled,https://www.wvua23.com/hale-county-sheriffs-office-seeking-teen-missing-in-moundville/,"UPDATE 1:55 p.m.: The Missing and Endangered Person Alert for 19-year-old Devin Dynell McKinney has been canceled. Original story is below: The Hale County Sheriff's Office needs your help finding a 19-year-old who went missing early Thursday in Moundville. Devin Dynell McKinney may be living with a condition that impairs his judgement, HCSO said. He was last seen around 12:30 a.m. July 18 in the area of Alabama Highway 69 in Moundville and is believed to be traveling in a silver/gray 2003 Toyota Camry with the license 36A0NHB. If you have any information regarding McKinney's whereabouts, please contact the Hale County Sheriff's Office at 334-624-9941 or call 911.",18-07-24,"WVUA 23 Digital,",hale county,"Featured, Local News",26-07-24,"Moundville, Alabama / Hale County, Alabama"
Council OKs rezoning land on 69 South for future Neighborhood Walmart,https://www.wvua23.com/council-oks-rezoning-land-on-69-south-for-future-neighborhood-walmart/,"walmart The Tuscaloosa City Council on Tuesday took one more step toward bringing a Walmart Neighborhood Market to the swift-growing Alabama Highway 69 South area. The council unanimously approved rezoning 1.86 acres of land in the area of 8600 Alabama Highway 69 South from R-1, residential, to BN, neighborhood commercial district. The new store will be located near the intersection with Patriot Parkway, putting it catty-corner from Tractor Supply Company.",18-07-24,"WVUA 23 Digital,","Alabama Highway 69 South, neighborhood walmart","Featured, Local News",26-07-24,"Tuscaloosa, Alabama"
Fayette County School Board hosting safety concern meeting for parents Thursday,https://www.wvua23.com/fayette-county-school-board-hosting-safety-concern-meeting-for-parents-thursday/,"By WVUA 23 News Reporter Kathryn Mentel If you have any concerns with Fayette Middle School, you can speak up to the school board on Thursday. The Fayette County Board of Education will host a meeting 6 p.m. July 18 at the school's gym to address concerns surrounding the middle school. Parents in the area have expressed safety concerns. School board members will go over Fayette Middle School's safety plans and practices for the upcoming year.",17-07-24,"WVUA 23 News,","fayette county board of education, fayette middle school",Local News,26-07-24,"Fayette, AL"
Woman charged in case of missing Perry County man found dead in burned-out truck,https://www.wvua23.com/woman-charged-in-case-of-missing-perry-county-man-found-dead-in-burned-out-truck/,"By WVUA 23 News Reporter Kathryn Mentel An arrest has been made in the case of a missing 23-year-old Perry County man. Court records show 24-year-old Artavis Arlexus Thomas was taken into custody in this case. She is charged with corpse abuse, tampering with physical evidence and criminal mischief. Christian Moore's body was found in his burned truck earlier this week in Dallas County.",17-07-24,"WVUA 23 News,","Dallas County, perry county","Alabama News, Local News",26-07-24,"Perry County, Alabama / Dallas County, Alabama"
Update: 4 charged in connection with Wednesday morning Tuscaloosa shooting,https://www.wvua23.com/update-4-charged-in-connection-with-wednesday-morning-tuscaloosa-shooting/,"Two adults and two juveniles are facing charges in connection with a shooting in West Tuscaloosa around 8:45 a.m. Wednesday, the Tuscaloosa Violent Crimes Unit said. VCU responded to the area of Kaulton Road after reports of a shooting, where one person had been shot. Tuscaloosa Police officers soon after located a vehicle with several suspects inside. After processing multiple scenes and interviewing witnesses and suspects, VCU determined two suspects were the initial aggressors. Those two approached a home and fired at a person who was standing outside. A motive for the shooting remains under investigation, but VCU said arguments on social media may have been a factor. The person who was shot at returned fire, and several homes were shot into during the exchange. At the current time, two adults and two juveniles are facing charges including: The juveniles cannot be identified because of Alabama law. VCU Capt. Jack Kennedy said the agency is working with federal partners to investigate any potential federal gun charges that could be applicable. Read more: One juvenile was charged as an adult with attempted murder and several counts of discharging into occupied dwellings/vehicles. He was taken to the Tuscaloosa County Jail. A second juvenile was charged with being a person prohibited from possessing a pistol and was committed to juvenile detention. Johnny B. Hill Jr., 19, was charged with attempted murder and several counts of discharging into occupied dwellings/vehicles. He was taken to the Tuscaloosa County Jail. Ja'Michael William Bradley, 20, had his bond revoked on a prior first-degree assault charge. He was taken to the Tuscaloosa County Jail. ""It sounded like a war:' Resident describes Wednesday morning shooting near Kaulton Park:July 17, 2024 Violent Crimes Unit investigating Wednesday morning shooting:July 17, 2024",17-07-24,"WVUA 23 Digital,",tuscaloosa shooting,"Crime, Featured, Local News",26-07-24,"Tuscaloosa, Alabama / Tuscaloosa County, Alabama"
Northport's Focus 50+ location seeking more members,https://www.wvua23.com/northports-focus-50-location-seeking-more-members/,"By WVUA 23 News Reporter Paislee Roberts The newFocus 50+location at the Northport Community Center opened June 10 and now has weekly events for senior citizens. The organization hosts free events for anyone 50 or older to participate in, including bingo, meals, guest talks and celebrations. The Northport location serves lunch each day for anyone 60 or older for $1.39 a plate. Around 15 people come each day for lunch, but organizers are trying to grow that number. ""The senior centers are a great place for anyone 50 and above to get out of the heat, stay inside, and do the activities,"" said Focus 50+ Executive Director Nicole Harshman. ""One of the missions of Focus 50+ is to be active, healthy and independent. That meets the mission for them to get out and about and be active."" Harshman said coming to the center encourages fellowship and helps attendees to make new friends. If the Northport location isn't convenient, the organization has several situated around West Alabama. You cancheck right hereto keep up with Focus' activities and events schedule.",17-07-24,"WVUA 23 News,",Focus 50+,Local News,26-07-24,"Northport, Alabama"
"""It sounded like a war:' Resident describes Wednesday morning shooting near Kaulton Park",https://www.wvua23.com/it-sounded-like-a-war-resident-describes-wednesday-morning-shooting-near-kaulton-park/,"The Tuscaloosa Violent Crimes Unit is investigating after one person was injured and several homes were shot into around 8:45 a.m. Wednesday near Kaulton Park. The Tuscaloosa Police Department and VCU cordoned off portions of the intersection of Elm and Pine streets, the intersection of Pine and Asher streets, and a section of Kaulton Road. In addition to the person who was shot, several homes and a car were hit by bullets. In the hours after the shooting, evidence markers remained scattered throughout the streets, and police K9 units and drones aided law enforcement personnel in the investigation. More than a dozen officers were still at the scene as of 12:30 p.m. Around 4:45 p.m., VCU Capt. Jack Kennedy said two adults and two juveniles were arrested and charged in connection with the shooting.You can read that update right here. Sherry Elmore, who lives in the area, said she was awoken by the gunfire. ""They lit off. It sounded like a war,"" Elmore said. Elmore said she moved into the neighborhood a year ago. And she's thankful her family and property were not damaged in the shooting, because her neighbor two doors down wasn't so lucky. ""I pray for the neighbor because it could have been worse,"" Elmore said. WVUA 23 News spoke with several residents who said they heard the gunshots.Â  None wanted to go on camera, but said they're frustrated, upset and tired of the gun violence impacting the community. Elmore said she's become so accustomed to the sound that she initially brushed it off. It wasn't until after she got multiple text messages from her son and friends that she decided to step outside and check on the situation. ""It's scary because you never know who's going to just ride by and start shooting for whatever reason,"" Elmore said. ""You don't know where they're going to go. You're just blessed if they don't hit you."" It's reality for Elmore and everyone else who lives in the area. ""You're hearing it more and more now than when I got here. We've just been hearing them left and right,"" Elmore said. While police routinely patrol the area and are often seen riding around the neighborhood or sitting at the park, they can't be everywhere at once. ""I don't think there is anything that can really stop it,"" Elmore said. ""It's just the people. There's no way to keep guns off the streets, or guns out of the wrong person's hands because they're going to find them one way or another."" The shooting victim was taken to DCH Regional Medical Center for treatment. Read more:  Update: 4 charged in connection with Wednesday morning Tuscaloosa shooting:July 17, 2024 Violent Crimes Unit investigating Wednesday morning shooting:July 17, 2024",17-07-24,"Avery Boyce,","Kaulton Park, tuscaloosa police deparment, tuscaloosa violent crimes unit","Crime, Featured, Local News",26-07-24,"Tuscaloosa, Alabama"
"DeBoer, Saban have first televised discussion at SEC Media Days",https://www.wvua23.com/deboer-saban-have-first-televised-discussion-at-sec-media-days/,"By WVUA 23 Digital Reporter Josh Batchelor Alabama fans would be shocked to the core if they knew in December 2023 that Nick Saban would be at SEC Media Days, but not as the Crimson Tide head coach, but rather a member of the media. Kalen DeBoer was the first coach to take the stage at SEC Media Days on Wednesday. He notably praised his predecessor for winning the Icon Award at ESPYs on July 11. After DeBoer outlined his vision for the season to the media, the SEC Network panel of Nick Saban, former Alabama quarterback Greg McElroy and former Alabama safety Roman Harper discussed the coaching change at their former homes. DeBoer has a formidable record of 104-12 as a head coach from his time at Sioux Falls, Fresno State and most recently Washington. Saban explained his main takeaway from DeBoer's speech. ""I think what everyone is trying to point to is: ""We want to win,'"" Saban said. ""Tyler Booker wants to win, Malachi Moore wants to win, and Jalen Milroe wants to win. They know how to win, we've won before. Kalen DeBoer has won before. The style to win will be different, but the ingredients and intangibles it takes to win are the same. I think he's done a really good job of doing that."" Saban maintained that he hasn't stepped into the Mal Moore Athletic Facility since his retirement. With such a massive footprint on the program, Saban expressed his intentions on maintaining a respectable distance from the program. ""The reason I don't go into the building isn't because I don't love the players because I do love the players,"" Saban said. ""I don't want to be a distraction to the people that are trying to establish what they are doing with the players. I have players come and see me now...so what can we do to help them win,"" Saban said. DeBoer later joined the desk with Saban, Harper, McElory and host Dari Nowkhah and talked about developing a relationship with Saban. ""I just can't say enough about how (Saban) has been gracious in any time I've given him a call,"" Deboer said. ""He knows the facility is always open to him. It's been awesome to have him as a resource in Tuscaloosa."" Saban responded saying he and Roman Harper, the two defensive minds on the panel, would never criticize DeBoer. Saban responded with a friendly jab at his former quarterback, saying McElroy thinks he should be the one calling the plays. McElroy was one of the players Saban inherited from the Mike Shula era in Tuscaloosa. A similar feat is happening with freshman wide receiver Ryan Williams, who committed to Saban in 2022, but swiftly decommitted after Saban announced his retirement. After landing the job, DeBoer and wide receivers coach Jamarcus Shephard quickly got Williams back in the fold with his recommitment in January. Both Saban and DeBoer had high praise for the 17-year-old freshman phenom. ""The thing that's impressed me most about Ryan is his maturity in understanding what the commitment level that it takes in this program,"" coach DeBoer said. ""He's already putting in the extra time and he's just a playmaker. You can see that in the little things that we've done with him this summer. He's got the name recognition and infectious personality that makes him fun to be around."" ""I think it's really important to note guys like Ryan that had the patience to give you the opportunity to go and visit with him, instead of bolting without making an evaluation,"" Saban said. ""Alabama is a special place and you're going to do a great job. I appreciate the Ryan Williams of the world that did that."" One of the common traits shared by DeBoer, Saban and McElroy was the commitment to winning. McElroy was the quarterback on Alabama's undefeated 2009 team under coach Saban, meanwhile DeBoer is 104-12 in his head coaching tenure. DeBoer explained how he has dealt with the few losses on his resume. ""I think (Saban) has been in the same boat,"" DeBoer said. ""The one's I really remember are the 12 losses...those are the one's that drive me crazy and are the hardest talks. It's your ability to respond that really matters.""",17-07-24,"WVUA 23 Digital,","alabama football, greg mcelroy, kalen deboer, Nick Saban, Roman Harper, SEC Media Days","Alabama, College Sports, Local News, Sports",26-07-24,"Tuscaloosa, Alabama / Sioux Falls, South Dakota / Fresno, California"
"Sewell hosting event focused on children, teens Friday in Aliceville",https://www.wvua23.com/sewell-hosting-event-focused-on-children-teens-friday-in-aliceville/,"U.S. Rep. Terri Sewell is heading to Pickens County on Friday, where she'll be hosting a resource and opportunities fair focused on children and teenagers. Sewel and local community organizations will be there with fun activities alongside resources related to reading and literacy, job kills and trades, college recruitment and more. Organizations at the event will include: The event is happening from 10 a.m. to 2 p.m. July 19 at the Aliceville City Hall auditorium, 419 Memorial Parkway in Aliceville. In addition to the event itself, Sewell will be touting more than $600,000 in federal funding secured for the construction of a new 911 emergency communications facility in Pickens County. United Way of West Alabama Chamber of Commerce of West Alabama Shelton State Community College Children's Hands-on Museum University of Alabama Aliceville Boys and Girls Clubs Aliceville fire and police departments Pickens County Community Action",17-07-24,"WVUA 23 Digital,","pickens county, u.s. rep. terri sewell",Local News,26-07-24,"Aliceville, Alabama / Pickens County, Alabama"
Massive radio tower on Alabama campus is coming down so it can be moved,https://www.wvua23.com/massive-radio-tower-on-alabama-campus-is-coming-down-so-it-can-be-moved/,"The University of Alabama's skyline is changing this week, as the massive radio and satellite tower nestled right behind Reese Phifer Hall near Bryant-Denny Stadium is coming down. Once the tower is dismantled, it's being moved to a nearby dedicated tower site on Campus Drive east and its former location at Reese Phifer Hall will be available for redevelopment. The massive tower was installed in 1955 and is owned by Alabama Public Television. UA is spending just under $4 million for the move. You can check out more information about the project and all it entailsright here. The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption  The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.The radio tower outside Reese Phifer Hall on the University of Alabama campus is being dismantled so it can be moved to another location July 17, 2024.Show CaptionHide Caption",17-07-24,"WVUA 23 Digital,",university of alabama,Local News,26-07-24,"Tuscaloosa, Alabama"
Kalen DeBoer praises returning leadership at SEC Media Days,https://www.wvua23.com/kalen-deboer-praises-returning-leadership-at-sec-media-days/,"By WVUA 23 Digital Reporter Josh Batchelor It isn't often that teams return two captains from the previous season. The University of Alabama has had the fortune of returning two captains twice in the past three seasons. Bryce Young and Will Anderson were two-time captains in 2021 and 2022. Now, Malachi Moore and Jalen Milroe are returning leaders after captaining the 2023 team. Moore, Milroe and Tyler Booker joined head football coach Kalen DeBoer at SEC Media Days Wednesday morning in Dallas. Alabama's first-year coach started off his media address with high praise for the leaders brought with him to Dallas. ""These guys have been special from the beginning,"" DeBoer said. ""They are three of the guys that never wavered from the beginning. They believed in themselves, the program and our coaching staff as we presented and made the hires. They stayed steady and because of their leadership, the program has continued to grow."" DeBoer developed first-round draft pick Michael Penix in his time at Washington, but also in his last coordinator stint at Indiana. He emphasized utilizing Milroe's one-of-one talent, but also helping him develop to consistently make throws all across the field. ""He has a skillset that is special,"" DeBoer said. ""He can make you pay with his arm and make all the throws. He tirelessly works with the receiving core and all the skill position players to be on the same page. He dives into it, there's no one that's going to beat him into the football facility. He's there at 4:30, for sure 5 a.m. every morning. He's doing everything mentally and physically to be ready for this fall."" Milroe and Moore are two of Alabama's most vocal leaders hence being captains in 2023. However, DeBoer praised both players for how they set a great example for the rest of the team. ""Guys like Malachi, Jalen, Booker all understand what it takes,"" DeBoer said. ""Malachi is front and center, and very similar to Jalen. They love the game, the work associated with it and bring a smile. Malachi is helping build a secondary that has some youth."" DeBoer referenced leaning on veterans like Moore, Deontae Lawson and other Alabama-born players for learning about Alabama culture. ""I took notes and am still taking notes,"" DeBoer said. ""These guys have been here longer than I have. We have a saying ""You don't know what you don't know.' I want to do things the way I have done them in some aspects, but embracing the traditions that have been here for many years too."" Alabama also lost its fair share of players to the transfer portal before and after Nick Saban retired. DeBoer rebuffed his secondary by landing DaShawn Jones, Keon Sabb, Kam Howard and King Mack. Before coach DeBoer arrived, cornerback Domani Jackson joined the Crimson Tide from USC. ""Overall between the winter and spring portal, we picked up 14 guys,"" DeBoer said. ""They don't just add depth to the program, they make a difference.""",17-07-24,"WVUA 23 Digital,","Jalen Milroe, kalen deboer, Malachi Moore, tyler booker, university of alabama football","Alabama, Alabama News, College Sports, Local News, Sports",26-07-24,"Dallas, Texas"
